VALUE,VOLICITY,YEARS
0,0,14
0,0,7
0,0,4
0,0,5
0,0,8
0,0,4
0,0,14
0,0,4
0,0,13
0,0,6
0,0,12
0,0,7
0,0,14
0,0,13
125.95,2,7
0,0,14
0,0,11
0,0,8
0,0,8
0,0,7
0,0,6
0,0,6
0,0,16
0,0,16
0,0,15
0,0,13
5.37,0,4
446.14,3,5
0,0,13
268.79,26,13
0,0,14
46.44,4,5
0,0,11
0,0,13
0,0,7
777.7,5,13
0,0,5
0,0,7
0,0,13
34.45,0,6
0,0,8
96.61,1,13
0,0,13
0,0,6
0,0,7
1442,2,5
17.56,0,14
0,0,7
0,0,16
0,0,14
0,0,6
0,0,4
0,0,10
0,0,10
0,0,6
0,0,5
659,5,13
0,0,5
0,0,16
0,0,26
3169.39,84,6
0,0,10
0,0,13
73.31,5,13
0,0,6
0,0,6
0,0,11
0,0,9
0,0,6
0,0,3
0,11,4
0,0,6
0,0,14
0,0,16
0,0,4
858.98,2,7
0,0,17
0,0,12
0,0,6
0,0,11
0,0,14
0,0,7
0,0,17
2835.78,84,7
420.26,4,6
4.88,0,8
0,0,6
0,0,16
0,0,6
0,0,12
0,0,7
0,0,7
0,0,9
0,0,9
0,0,13
0,0,6
0,0,13
0,0,12
0,0,5
0,0,6
0,0,7
0,0,7
0,0,26
0,0,10
0,0,5
0,0,12
0,0,5
0,13,6
0,0,26
0,0,7
0,0,7
0,0,13
0,0,16
0,0,18
0,0,6
16.21,36,8
0,0,4
0,0,11
0,0,7
0,0,6
0,1,7
0,0,14
0,0,13
0,0,5
0,0,6
0,0,13
1743.74,7,6
0,0,16
0,0,6
0,0,3
0,0,9
0,0,3
0,0,5
0,0,16
0,0,12
0,0,14
0,0,14
0,0,14
0,0,14
0,0,10
4.88,0,4
0,0,17
0,0,8
0,0,6
177.23,4,11
0,0,16
0,0,5
0,0,10
0,0,8
0,0,7
0,0,7
0,0,13
0,0,12
0,0,14
0,2,6
0,0,6
0,0,8
0,0,7
0,0,6
0,0,4
0,0,13
0,0,15
0,0,7
0,0,11
0,0,14
0,3,7
0,0,7
0,0,1
0,0,26
0,0,6
0,2,4
0,0,3
0,0,5
0,0,7
0,0,13
0,0,14
0,0,17
0,0,26
0,0,10
0,0,7
0,0,5
0,0,14
0,0,4
0,0,16
0,0,26
0,0,13
0,0,26
4.6,18,6
0,0,8
0,0,14
0,0,5
0,0,7
0,0,5
0,7,8
0,0,14
0,0,5
0,0,5
0,0,14
25.6,0,6
0,0,6
0,0,6
0,0,6
0,0,13
0,0,26
0,0,16
0,0,6
0,0,7
1505.58,9,11
0,0,6
0,0,16
0,0,9
0,0,6
16601.28,66,5
0,0,9
0,0,13
0,0,3
0,0,1
0,0,1
0,0,1
0,0,1
0,0,13
0,0,16
0,0,14
393.62,35,9
0,0,14
0,0,7
0,0,10
0,1,7
0,0,8
4961.95,6,10
0,0,14
0,0,13
0,0,13
0,0,9
0,0,7
0,0,7
20,6,13
0,0,11
0,0,17
0,0,17
3103.49,14,9
0,0,18
0,0,14
0,0,5
0,0,7
0,0,17
0,0,6
0,0,6
0,0,13
57.13,1,13
0,0,6
0,0,5
0,0,7
0,0,1
0,0,1
0,0,6
0,0,5
0,0,11
0,2,4
0,0,14
0,0,6
0,0,6
0,0,3
0,0,1
0,0,3
0,0,16
0,0,7
0,0,6
0,0,6
0,0,7
0,0,5
0,0,13
0,0,13
0,0,6
0,0,7
0,0,14
0,0,17
0,0,7
0,0,17
0,0,6
0,0,6
0,0,8
0,0,10
120.42,12,7
0,0,15
0,0,6
7529.54,7,6
0,0,9
0,0,13
0,0,14
0,0,10
0,0,9
0,0,8
0,0,19
0,0,13
0,0,9
0,0,6
0,0,13
0,0,12
0,0,7
669.66,0,7
753.98,11,14
0,0,6
0,1,6
0,0,13
0,0,17
0,0,11
0,0,14
7.46,0,4
0,0,7
0,0,6
0,0,3
0,0,14
0,0,26
0,0,6
0,0,13
0,0,13
0,0,7
568.24,7,6
263.89,4,6
0,0,16
0,0,12
0,0,17
0,0,13
0,0,6
0,0,11
0,0,17
205.19,0,6
0,0,5
0,0,5
0,0,15
310.5,2,6
0,0,11
0,0,13
0,0,17
0,0,10
349.94,1,13
0,0,6
0,0,1
0,0,6
0,0,1
0,0,13
0,0,7
0,0,7
0,0,9
14.36,2,6
0,0,13
0,0,7
0,0,16
188.06,0,6
0,0,3
0,1,4
0,0,7
0,0,6
0,0,13
0,0,14
0,0,12
167.44,4,8
55.48,2,4
0,0,9
53.15,1,14
0,0,3
0,0,6
17.16,2,9
0,0,7
0,0,5
0,0,9
0,0,17
0,0,10
0,0,14
0,0,14
0,0,7
0,0,7
0,0,6
0,0,8
0,0,6
0,0,4
0,0,9
0,0,10
0,0,13
0,0,7
0,0,7
0,0,9
0,0,6
0,0,4
0,0,6
293.3,17,4
0,0,14
0,0,14
77.85,1,14
0,0,6
0,0,6
0,0,7
0,0,16
0,0,14
0,0,5
0,0,5
0,0,13
0,0,6
0,0,10
0,0,6
0,0,4
0,0,6
0,0,10
0,0,13
0,0,3
0,0,7
0,0,13
25720.01,46,14
0,0,6
0,0,11
0,0,7
0,0,7
61.96,1,5
0,0,6
32.66,9,13
0,0,13
0,0,7
0,0,16
0,0,6
0,0,5
0,0,26
0,0,26
0,0,17
0,0,14
0,1,12
0,0,14
0,0,14
0,0,6
0,1,4
0,0,9
0,0,7
0,0,14
0,0,6
0,0,1
0,0,6
0,0,4
0,0,7
0,0,14
0,0,3
0,0,12
0,0,13
0,0,6
672.65,16,3
0,0,14
0,0,5
0,0,18
0,0,7
0,0,13
0,0,7
385.41,7,7
0,0,14
0,0,7
0,0,7
0,0,17
0,0,6
0,0,6
0,0,6
0,0,5
0,0,5
0,0,6
0,0,16
0,0,16
0,0,6
0,0,5
0,0,7
0,0,14
0,0,8
0,0,13
0,0,17
0,0,7
0,0,1
0,0,1
0,0,6
0,0,16
0,0,16
0,0,4
95.92,4,6
0,0,17
0,0,11
0,0,13
0,0,9
0,0,7
0,0,6
0,0,7
0,0,3
0,0,14
0,0,6
0,0,13
194.11,12,3
0,0,6
0,0,7
0,2,4
0,0,13
0,0,6
0,0,9
0,0,5
0,0,11
0,0,6
28.14,10,6
0,0,3
0,0,14
0,0,6
0,0,13
0,0,19
139.59,0,7
0,0,6
0,0,14
0,0,17
0,0,14
0,0,14
414.01,4,6
0,0,6
0,0,7
0,0,5
0,0,5
0,0,14
176.42,2,10
0,0,7
0,0,17
0,0,16
0,0,13
0,0,6
0,0,6
0,0,5
0,0,4
0,0,7
0,0,3
0,0,17
0,0,8
183.43,3,17
0,0,3
0,0,11
367.08,33,6
117.77,6,7
0,0,7
0,2,14
0,0,7
0,0,4
0,0,12
0,0,5
0,0,13
0,0,6
0,0,5
0,0,6
0,0,5
0,0,14
0,0,6
0,0,6
0,0,14
0,0,9
556.82,5,10
0,0,9
0,0,13
0,0,13
0,0,6
0,1,5
0,0,13
0,0,17
0,0,13
2.01,1,4
0,0,6
0,0,6
0,0,13
0,0,7
0,0,7
0,0,26
0,0,3
0,0,11
0,0,7
0,0,26
0,0,12
0,0,13
0,0,7
1348.65,3,9
0,0,13
0,0,9
0,0,9
0,0,7
0,0,11
0,0,6
0,0,5
0,0,9
0,0,10
0,0,7
0,0,8
0,0,5
0,0,12
0,0,14
75.2,1,17
0,0,7
0,0,12
0,0,13
0,0,7
0,0,6
0,0,6
0,0,16
0,0,10
0,0,7
0,0,7
0,0,10
0,0,9
0,0,8
0,0,14
0,3,14
683.24,32,7
0,0,14
0,0,4
217.78,1,14
0,0,13
0,0,14
0,0,6
0,0,7
0,0,4
0,0,1
0,0,1
0,0,1
0,0,1
0,0,14
0,0,13
387.81,6,4
0,0,15
0,0,7
0,0,7
0,0,13
154.04,5,5
0,0,6
0,0,6
0,0,10
0,0,6
0,2,6
0,0,14
0,0,4
0,0,14
0,0,6
0,0,7
0,0,14
0,0,16
0,0,3
0,0,7
0,0,14
0,0,4
0,0,9
0,0,6
0,0,9
0,51,1
0,0,2
0,0,1
0,0,7
0,0,6
127.72,9,5
0,0,17
0,0,9
0,0,14
0,0,7
0,0,6
0,4,5
0,0,7
0,0,1
0,0,6
0,0,6
588.97,40,13
0,0,4
0,0,14
0,0,9
0,0,6
0,0,14
0,0,10
0,0,10
0,0,9
1010.47,21,7
0,0,3
0,0,7
0,0,5
0,0,6
1491.82,22,6
0,0,13
0,0,8
0,0,6
0,0,7
0,0,14
0,2,6
199.37,4,6
0,0,5
0,0,14
0,0,14
0,0,10
0,0,4
437.79,13,4
0,0,13
0,0,14
0,0,9
0,0,17
0,0,11
0,0,26
0,0,7
0,0,6
0,0,14
606.15,1,9
342.41,2,17
102.62,2,14
0,0,26
0,0,12
0,0,8
0,0,6
0,0,6
0,0,6
0,0,14
0,0,14
0,0,9
0,0,16
9423.04,16,4
0,0,13
0,0,16
0,0,13
0,0,7
0,0,17
0,29,4
5.34,0,3
0,0,5
0,0,6
612.27,6,7
0,0,13
0,0,15
0,0,10
0,0,14
0,0,6
0,0,10
0,0,26
0,0,4
0,0,5
0,0,6
0,0,5
0,0,12
0,0,13
0,0,9
0,0,7
10.32,0,6
0,0,8
0,0,16
732.36,3,9
0,0,13
0,0,8
0,0,16
1.00E+05,35,4
0,0,14
0,0,4
86.06,6,11
0,0,4
0,0,7
0,0,6
52.9,113,6
0,0,14
0,0,14
0,0,12
0,0,5
0,0,13
122.93,5,6
0,0,4
0,0,6
0,0,11
0,0,13
4368.51,22,5
148.74,2,6
0,0,13
0,0,12
0,0,1
0,0,1
0,0,9
0,0,5
0,0,7
0,0,9
0,0,14
0,0,13
0,0,7
0,0,6
0,0,6
0,0,14
0,0,9
0,0,13
0,0,13
4.65,0,6
0,0,16
0,0,17
0,0,11
0,0,6
0,0,10
0,16,6
227.32,5,7
0,0,9
0,0,4
0,0,14
0,0,16
0,0,4
0,0,16
0,0,14
0,0,12
0,0,7
0,0,19
0,0,11
0,0,8
0,0,4
0,0,14
0,0,7
0,0,13
0,0,6
0,0,6
0,0,5
0,0,1
13.77,0,14
0,0,6
0,0,26
0,0,7
0,0,6
827.48,5,6
0,0,14
0,0,13
0,0,15
0,0,10
0,0,8
0,0,7
0,0,6
0,0,7
0,0,26
0,0,6
0,0,14
0,0,16
750.77,34,7
0,0,13
0,0,7
0,0,13
0,0,6
0,0,15
0,0,3
0,0,3
0,0,5
669.37,53,6
0,0,14
455.68,3,12
0,0,4
136.99,6,7
0,0,13
0,0,5
0,0,9
4.95,1,14
0,0,6
0,2,12
0,0,16
0,0,7
0,0,13
0,0,1
0,0,7
0,0,5
0,0,14
0,0,5
0,0,15
0,0,3
0,0,7
0,0,12
649.57,8,6
0,0,5
0,0,13
0,0,8
1264.36,91,8
32.85,1,6
0,0,6
0,0,13
0,0,14
4.78,0,4
0,0,4
0,0,4
0,0,16
0,0,14
0,0,17
4.88,0,13
0,0,7
0,0,16
0,0,3
0,0,13
0,0,1
0,0,16
0,0,6
0,0,7
0,0,14
0,0,6
0,0,3
0,0,12
0,0,5
0,0,7
0,0,14
0,0,10
0,0,14
0,0,13
0,0,15
0,0,7
0,0,14
0,0,9
0,0,7
0,0,9
0,0,13
0,0,6
0,0,7
0,0,7
0,0,16
0,0,7
0,0,14
0,0,11
0,0,26
9.83,2,7
0,0,7
0,0,14
0,0,13
0,0,7
0,0,13
0,0,8
0,0,14
0,0,13
0,0,15
996.66,6,6
0,0,13
0,0,6
0,0,13
0,0,9
0,0,17
319.17,3,13
0,0,9
0,0,8
0,0,14
0,0,16
0,0,12
0,0,13
0,0,3
0,0,14
20.07,1,6
0,0,14
0,0,7
0,0,8
0,0,15
0,0,5
0,0,16
0,0,15
0,0,13
0,0,5
0,0,11
0,0,14
0,0,6
26.25,1,4
0,0,11
0,0,13
0,0,17
0,0,6
0,0,12
0,0,9
0,0,12
0,0,8
0,0,17
0,0,8
0,0,8
0,0,7
0,0,13
16.46,0,6
0,0,9
0,0,4
0,0,13
0,0,16
0,0,18
0,0,12
0,0,7
0,0,13
0,0,8
0,0,17
60.04,2,13
0,0,6
0,0,7
0,0,14
0,0,13
0,0,6
0,0,3
0,0,14
0,0,7
0,1,5
87.85,1,14
0,0,7
4351.83,89,6
0,0,6
0,0,13
310.5,5,14
0,0,7
0,0,14
0,0,14
0,0,8
0,0,9
0,0,13
0,0,4
0,0,8
0,0,16
0,0,14
319.38,7,6
0,0,7
0,0,14
0,0,3
0,0,4
718.49,21,5
0,0,7
0,0,6
0,0,14
0,0,5
0,0,13
0,0,13
0,0,5
0,0,6
286.98,1,7
0,0,7
0,0,14
0,0,13
0,0,5
0,0,15
426.88,4,7
0,0,17
0,0,6
0,0,6
112.86,10,6
0,0,9
0,0,9
0,0,7
0,0,15
0,0,6
0,0,9
0,0,7
0,0,4
0,0,7
0,0,13
1252.4,16,13
7.66,0,7
0,0,6
0,0,6
0,0,7
0,1,8
0,0,8
0,0,7
0,0,15
0,0,14
0,0,14
0,0,14
0,0,10
0,0,14
0,0,4
0,0,14
0,2,5
810.46,1,9
0,0,9
0,0,6
0,0,5
0,1,4
0,0,6
0,0,13
434.51,4,6
0,0,13
0,0,13
0,0,17
0,0,11
0,0,14
0,0,7
0,0,26
0,0,7
0,22,5
0,0,5
0,0,26
0,0,8
0,0,7
0,0,13
0,0,13
0,0,3
55.5,3,4
0,0,15
0,0,7
0,0,6
0,0,9
0,0,14
0,0,16
0,0,6
0,0,6
0,0,6
0,0,14
0,0,17
0,0,14
24.93,1,4
0,0,6
0,0,26
703.96,31,14
0,1,6
0,0,7
302.83,16,4
0,0,7
0,0,13
0,2,1
15.86,26,6
0,0,14
0,0,14
0,0,7
0,0,6
0,0,12
0,0,6
0,0,6
0,0,4
0,1,4
0,0,13
0,0,11
0,0,6
0,0,13
0,0,14
0,0,7
42.32,18,5
0,0,16
0,0,5
111.48,6,13
0,0,17
0,0,6
0,0,26
0,0,10
0,0,16
0,0,9
0,0,7
0,0,12
0,0,16
18.36,1,15
0,0,9
0,0,9
0,0,5
0,0,6
155.7,4,7
293.64,8,4
0,0,14
0,0,6
0,0,8
0,0,9
0,0,3
0,0,6
0,0,7
0,0,16
0,0,14
0,0,6
0,0,13
290.57,5,14
0,0,7
0,0,17
0,0,11
1976.53,128,3
0,0,4
0,0,5
0,0,7
0,0,5
0,0,5
0,0,7
0,0,14
0,0,3
0,2,6
0,0,6
0,0,5
0,0,7
0,0,6
0,0,14
0,0,4
0,0,16
0,0,1
0,0,7
49.45,5,11
0,0,13
0,0,14
0,0,14
0,0,13
0,0,7
0,0,16
0,0,16
65.58,1,16
0,0,14
0,0,9
0,0,13
0,0,7
0,0,7
0,0,7
0,2,7
0,0,13
0,0,13
0,0,7
0,0,14
0,0,5
0,0,7
0,0,11
0,0,5
0,0,8
0,0,14
0,0,14
0,0,3
0,0,7
9.43,1,7
0,0,8
0,0,7
0,0,13
278.32,9,7
1069.72,47,9
0,0,6
0,0,11
0,0,7
0,0,6
0,0,16
23.55,0,10
0,0,5
0,0,10
0,0,10
0,0,5
0,0,13
0,0,11
0,0,6
0,0,8
0,0,17
0,0,9
0,0,17
0,0,7
0,0,13
0,0,13
0,0,4
0,0,8
0,0,3
16.55,1,7
0,0,7
0,0,14
19.07,0,9
0,0,5
0,0,15
0,0,6
845.07,31,16
0,0,6
0,0,7
387.41,3,7
65.32,2,6
0,0,13
0,0,1
0,0,6
0,0,14
2494.15,10,7
92.47,1,6
0,0,5
0,4,4
0,0,11
0,0,9
0,0,6
0,0,6
0,0,6
0,0,6
916.58,17,3
0,0,16
509.86,6,14
0,0,9
0,0,6
0,0,7
379.55,3,14
0,0,6
0,0,7
0,0,13
0,0,7
0,0,7
0,0,14
0,0,6
0,0,6
0,0,6
0,0,13
0,0,16
0,2,7
0,0,7
4115.95,5,14
0,0,6
0,0,11
0,0,14
20.67,0,7
0,0,17
0,0,13
0,0,13
0,0,9
0,2,6
0,0,6
0,0,26
0,0,11
0,0,6
0,0,12
0,0,16
0,0,14
0,0,6
0,0,10
0,0,6
0,0,6
0,0,10
0,0,7
5.81,1,6
0,0,17
199.28,1,8
0,0,13
0,0,6
0,0,6
0,0,6
0,0,6
0,0,13
0,0,12
0,0,9
0,0,8
59.31,3,8
0,0,13
0,0,4
0,0,6
0,0,7
0,0,13
0,0,7
0,0,14
125.4,3,7
0,0,12
0,0,13
0,0,5
0,0,8
79.68,1,7
21.49,1,4
0,0,6
0,0,10
0,0,12
0,0,13
0,1,7
0,0,19
0,0,6
0,0,14
0,0,14
0,0,14
0,0,4
26.87,1,6
0,0,7
0,0,7
0,0,13
0,0,6
0,1,9
0,0,10
1051.68,12,6
0,0,6
0,0,16
0,0,7
0,0,10
33.02,2,4
0,0,7
0,0,4
0,0,7
0,0,13
0,0,18
516.22,43,7
0,0,9
0,0,8
0,0,26
0,0,4
0,0,6
0,0,14
0,12,5
466.85,10,3
0,0,16
0,0,8
0,0,7
0,0,16
12.76,3,6
0,0,6
0,0,15
0,0,5
0,0,9
0,0,6
1484.52,23,14
0,0,6
0,0,4
0,0,7
18.22,7,8
0,0,9
24.77,0,7
0,0,4
0,0,14
0,1,7
0,0,13
9.73,0,6
10.15,0,6
0,0,14
0,0,6
0,0,6
0,0,6
0,0,7
0,0,10
0,0,7
0,0,13
0,0,9
0,0,5
0,0,16
0,0,7
0,1,17
0,0,10
0,0,4
0,0,5
0,0,14
0,0,9
3.42,1,4
0,0,4
0,0,10
0,0,14
0,0,9
0,0,7
0,0,19
0,0,9
0,0,16
0,0,10
820,4,4
0,0,26
0,0,6
0,0,6
4.77,0,6
0,0,13
0,0,13
0,0,13
0,0,12
0,0,7
0,7,7
0,0,7
0,0,14
0,0,5
0,0,26
0,0,5
100.11,1,7
0,0,14
0,0,12
0,0,10
0,0,4
34.7,0,6
0,0,13
0,0,6
0,0,6
0,0,6
15.13,0,3
134.63,22,11
0,0,14
146.93,1,4
0,0,17
0,0,14
0,0,6
159.36,0,6
0,0,17
0,0,13
0,0,13
0,0,13
78.83,0,7
0,0,26
0,0,13
0,0,6
0,0,17
212.44,10,6
0,0,14
0,3,7
0,0,5
0,0,5
0,0,10
63.91,3,4
0,0,7
0,0,14
0,0,1
0,0,1
0,0,7
0,0,13
342.16,44,3
0,0,14
0,0,5
0,0,6
0,0,13
0,0,5
0,0,17
0,0,11
0,0,6
0,0,14
0,0,14
0,0,13
0,0,7
427.47,22,7
0,0,10
0,0,17
0,0,6
0,0,17
0,0,7
0,0,7
0,0,6
665.92,9,4
0,0,12
0,0,10
0,0,4
23.96,0,7
0,0,7
0,0,14
0,0,11
0,0,26
0,0,13
0,0,4
0,0,7
0,0,13
0,0,9
0,0,16
0,0,7
52.65,14,4
0,0,7
0,0,13
73.2,0,12
0,0,26
0,0,7
904.48,18,6
0,0,4
0,0,9
0,0,9
0,0,11
0,0,7
0,0,13
0,0,9
0,1,14
0,0,6
0,0,6
663,5,3
0,0,13
0,0,7
0,0,7
0,0,17
0,0,6
0,0,26
0,0,6
0,0,7
0,0,5
0,0,9
0,0,1
0,0,10
0,0,9
0,0,14
0,0,14
77.43,0,10
215.46,1,17
0,0,3
0,0,6
0,0,17
0,0,6
0,0,6
0,0,9
0,0,17
0,0,13
380.2,7,16
0,0,9
0,0,7
152.53,4,4
0,0,15
0,0,13
0,6,6
0,0,7
0,0,7
0,0,7
0,0,7
0,0,5
0,0,7
0,0,13
0,0,16
0,0,14
0,0,10
0,0,4
0,0,12
0,0,16
0,0,5
0,0,7
0,0,5
0,0,6
0,0,14
0,0,14
0,0,26
0,0,6
0,0,12
0,0,9
0,0,19
0,0,7
0,0,7
0,0,5
0,0,11
0,0,6
0,0,14
0,0,12
0,0,5
0,0,17
0,0,6
0,0,7
0,0,12
0,0,13
0,0,7
0,0,7
40.54,4,13
0,0,13
0,0,9
29.16,70,1
0,0,26
0,0,7
0,0,7
0,0,13
0,0,6
0,0,4
0,0,13
0,0,4
0,0,17
0,0,11
0,0,7
0,0,14
0,0,13
319.06,13,7
0,0,13
0,0,10
0,0,6
4.65,1,7
0,0,11
0,0,18
0,0,13
0,0,4
0,0,10
0,0,15
315.78,3,7
303.65,4,7
0,0,7
0,0,6
0,0,14
0,0,13
692.67,5,6
1667.58,10,8
0,0,3
0,0,6
0,0,16
0,0,13
0,0,5
0,0,14
0,0,16
0,0,6
0,0,14
88.43,4,14
41.2,2,4
0,0,6
0,0,9
0,0,13
58.5,6,4
0,0,9
0,0,6
0,0,11
0,0,14
0,0,9
0,0,6
0,0,14
0,0,5
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,6
0,0,14
0,0,4
0,0,6
0,0,6
0,0,11
0,0,6
0,0,13
0,0,26
0,0,13
0,0,7
0,0,5
0,0,13
0,0,6
0,0,13
0,2,13
0,0,6
0,0,14
0,0,13
0,0,7
0,0,6
0,0,4
0,0,6
0,0,8
190.08,6,13
0,0,9
0,0,9
0,0,4
0,0,7
0,0,15
0,0,6
0,0,7
0,0,14
0,0,17
0,0,6
0,36,6
0,0,10
0,0,14
0,0,7
0,0,18
0,0,6
0,0,14
0,0,9
0,0,6
0,0,17
0,0,6
0,0,5
0,0,7
0,0,13
0,0,6
0,0,11
0,0,14
0,0,14
0,0,14
0,0,17
0,0,6
0,0,12
0,0,7
0,0,12
0,0,14
14.51,0,7
0,0,7
0,1,14
14.92,3,6
0,0,5
0,0,26
0,0,6
1337.17,30,7
0,0,6
0,0,26
0,0,9
0,0,7
0,0,13
0,0,10
0,0,6
0,0,17
0,0,14
0,0,6
0,0,7
0,0,11
0,0,26
0,0,3
0,0,11
0,0,7
0,0,4
0,0,6
0,0,12
0,0,9
351.17,1,6
0,0,11
0,0,13
0,0,14
0,0,13
0,0,7
0,0,5
0,0,6
0,0,7
0,0,7
12.63,1,7
0,0,9
974.12,4,6
0,0,6
0,0,13
0,0,4
0,0,6
86.89,1,6
0,0,11
0,0,13
0,0,10
0,0,14
0,0,16
1225.9,65,17
0,0,6
0,0,6
22.61,0,4
0,0,13
0,0,14
0,0,8
0,0,7
0,0,1
0,0,7
0,0,8
0,0,14
0,0,13
0,0,9
9.48,1,6
0,0,3
0,0,6
0,0,8
0,0,6
36.73,1,7
0,0,3
0,0,14
0,0,5
0,0,5
0,0,7
0,0,19
0,0,11
0,0,14
0,0,1
0,0,7
2435.23,10,17
0,0,6
183.33,2,4
0,0,4
0,0,11
0,0,11
0,0,14
0,0,13
0,0,4
0,0,12
0,0,9
0,0,5
0,0,5
0,0,7
182.36,9,14
0,0,1
0,0,1
0,0,26
0,0,13
0,0,6
0,0,26
0,0,8
0,0,14
0,0,14
0,4,14
0,0,13
0,0,26
0,0,6
0,0,6
0,0,4
0,0,6
0,0,5
0,0,4
0,0,14
0,0,17
0,0,13
0,0,13
0,6,7
0,0,1
0,0,6
0,0,14
0,0,14
44.37,11,7
0,0,16
0,0,7
40.46,1,7
0,0,6
0,0,6
0,0,7
0,0,6
0,0,3
3930.83,4,18
0,0,4
0,0,4
0,0,13
130.88,2,13
0,4,9
0,0,7
0,0,13
0,0,13
0,0,4
19.16,1,6
0,0,4
0,0,13
0,0,9
0,0,7
0,0,17
0,0,13
0,0,9
0,0,5
0,0,13
0,0,1
0,0,1
0,0,17
0,0,6
0,0,7
0,0,7
0,0,5
0,0,6
0,0,1
0,0,14
0,0,6
0,0,10
0,0,14
0,0,4
0,0,14
0,0,7
1365.63,5,3
0,0,26
0,0,13
89.81,2,11
11.61,1,6
0,0,9
8252.06,30,7
152.57,7,10
0,0,6
0,0,1
0,0,14
0,0,15
8.42,1,3
0,0,8
696.41,32,7
0,0,14
0,0,7
0,0,6
0,7,7
0,0,7
0,0,13
0,0,9
0,0,9
0,0,14
1159.14,5,6
0,0,13
0,0,9
0,0,14
0,0,7
0,0,9
0,1,3
0,0,16
0,0,13
0,0,14
0,0,6
0,0,5
0,0,10
0,0,7
0,0,9
0,0,9
0,0,6
0,0,3
0,0,14
0,0,14
0,0,9
0,0,7
0,0,8
1695.15,9,7
50.9,0,13
0,0,14
0,0,13
21.97,1,6
0,0,8
0,0,3
0,0,14
0,0,14
0,0,13
0,0,7
0,0,1
0,0,14
0,0,5
0,0,11
14.52,1,5
0,0,8
0,0,14
0,0,16
0,0,7
0,0,17
0,0,5
0,0,8
0,0,5
0,0,6
0,0,5
0,0,26
0,0,7
0,0,13
0,0,5
0,0,9
0,0,13
0,0,6
0,0,5
0,0,9
0,0,7
0,0,6
0,0,14
0,0,13
0,0,14
0,0,5
0,0,4
0,0,18
0,0,11
0,0,8
0,0,6
44.08,1,14
96.93,0,6
0,0,14
0,0,7
0,0,8
0,0,5
0,0,7
0,0,8
13.82,6,13
0,0,5
0,0,5
0,0,1
0,0,5
369.46,19,5
638.9,22,13
0,0,13
0,0,15
3370.67,14,11
0,0,6
0,0,17
0,0,6
0,0,13
0,0,6
93.44,1,6
0,0,7
0,0,5
0,0,16
0,0,6
0,0,7
0,0,8
0,0,6
0,0,9
59.67,0,14
0,0,3
8.13,48,11
0,0,14
0,0,11
29.41,14,6
688.65,7,7
555.82,12,14
0,0,26
0,0,16
0,0,3
17044.49,18,8
17.72,1,5
0,0,6
0,0,1
0,0,4
0,0,6
0,0,6
0,0,6
0,0,10
0,0,13
409.94,12,11
148.44,5,14
0,0,6
0,0,5
0,0,9
0,0,13
0,0,17
0,0,7
0,0,6
0,0,1
0,0,7
0,0,18
0,0,13
0,5,7
0,0,6
0,0,17
834.92,7,6
0,0,6
0,0,26
0,0,6
0,0,11
0,0,13
0,0,14
0,0,14
0,0,8
58.11,1,17
0,0,4
0,0,13
0,0,7
0,0,8
0,0,6
0,0,11
59.05,104,6
0,0,6
0,0,16
0,0,9
0,0,11
0,0,14
0,0,11
82.9,0,7
0,0,4
42.35,31,7
0,0,6
0,0,5
270.08,0,4
0,0,16
0,1,6
0,0,7
0,0,16
0,0,7
0,0,13
0,0,6
0,0,5
0,0,13
4.81,0,6
0,0,12
0,0,14
0,0,13
4.97,0,16
0,0,14
0,0,5
0,0,6
22958.05,216,14
0,0,10
0,0,6
16.62,1,6
0,0,13
121.7,3,4
0,0,11
0,0,1
0,0,1
0,0,7
0,0,14
0,0,8
265.8,4,10
0,0,6
920.23,26,17
0,0,7
177.91,61,6
0,0,3
0,0,8
0,0,13
0,0,8
9.39,2,7
59.5,3,5
0,0,7
2026.55,10,7
0,0,10
0,0,7
0,0,13
0,0,7
0,0,9
0,0,6
0,0,4
0,0,13
0,0,7
0,0,13
0,0,10
0,0,14
0,0,7
112.71,1,12
0,0,13
0,0,6
0,0,7
3998.95,9,13
0,0,5
10913.07,78,14
0,0,6
0,0,6
0,0,6
0,0,7
0,0,6
0,0,12
0,0,1
0,0,7
0,0,13
0,0,6
0,0,6
0,0,11
0,0,13
0,0,18
0,0,14
0,0,14
8.78,0,17
0,0,7
0,0,14
0,0,26
245.88,0,7
0,0,11
0,0,14
0,0,14
0,0,3
0,0,10
0,0,13
0,0,7
0,0,4
583.7,3,13
0,0,14
4.87,2,9
0,0,16
0,0,7
48.56,1,14
0,0,12
0,0,26
0,0,16
0,0,7
0,0,13
0,0,13
0,0,6
0,0,5
0,0,5
0,0,6
0,0,6
0,0,4
0,0,4
0,0,14
0,0,4
0,0,17
333.23,7,13
0,0,16
0,0,13
39.86,1,15
0,0,13
0,0,4
0,0,26
0,0,4
0,0,17
0,0,13
0,0,26
19.54,1,4
36.07,24,14
0,0,14
0,0,12
20.41,1,13
0,0,7
0,0,7
0,0,14
0,0,14
0,0,26
0,0,6
0,0,6
0,0,6
0,0,7
0,0,7
0,0,6
0,0,8
0,0,6
0,0,13
2793.38,11,6
0,0,26
19.94,3,6
0,0,4
0,0,13
0,0,18
9.91,0,7
0,0,6
0,0,14
0,0,26
0,0,6
