VALUE,VOLICITY,YEARS
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
1773.33,48,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,9
0,0,9
0,0,9
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,14
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,14
0,0,14
0,0,13
19.45,17,13
0,0,17
0,0,17
0,0,10
0,0,10
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
0,0,13
0,0,13
0,0,13
0,0,12
0,0,1
0,0,1
0,0,9
4.88,0,9
1392.54,14,9
0,0,9
0,0,3
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
268.77,18,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,12
0,0,12
0,0,15
0,0,15
0,0,15
0,0,15
0,0,15
0,0,15
74.04,1,15
0,0,15
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,14
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
129.52,1,13
0,0,13
0,0,12
0,0,12
58.65,1,12
0,0,12
0,0,8
0,0,17
0,0,11
0,0,17
0,0,17
0,0,17
0,0,17
0,0,9
0,0,9
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,2,17
0,0,17
0,0,17
0,0,13
16.87,2,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,13,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,14
0,0,9
0,5,9
0,0,9
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,9
0,0,9
15.14,2,17
0,0,17
0,0,17
0,0,17
1766.74,7,17
0,0,17
19.63,2,17
0,1,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
0,0,13
250.06,4,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,11
0,0,13
275.53,2,11
92.5,4,14
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,17
119.3,5,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,61,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
1204.16,11,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
0,5,13
0,0,13
0,0,17
0,0,12
0,0,12
0,0,17
0,0,17
1118.6,5,12
0,0,12
0,0,12
5157.22,18,11
0,0,11
0,0,11
336.29,46,11
192.32,4,3
0,0,8
2739.06,12,8
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,17
103.16,2,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,15
641.68,35,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,3,19
0,0,13
0,0,13
11.67,0,13
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
125.18,2,17
0,0,17
0,0,17
11.1,0,12
0,0,12
0,0,12
0,0,12
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
254.66,8,17
0,0,17
0,0,17
0,0,17
0,0,14
0,0,14
1862.48,40,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,17
0,0,17
0,0,17
0,0,13
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
53.98,1,14
5.09,0,15
0,0,15
0,0,15
0,0,15
0,0,15
0,0,15
0,0,14
0,0,14
0,0,14
45.83,1,14
0,0,14
0,0,1
89.68,2,14
0,0,14
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
52.55,7,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,1,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
0,0,13
0,0,13
0,0,13
0,5,17
146.28,5,17
0,0,17
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,17
0,0,17
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
244.56,3,13
0,0,13
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
293.22,6,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
15.07,1,17
0,0,17
0,0,17
5.06,0,17
0,0,17
0,0,17
0,0,13
0,0,17
0,0,17
0,0,14
174.77,5,12
0,0,12
0,0,17
0,0,17
0,0,17
0,0,1
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,15
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,3
0,0,17
0,0,17
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
1150.52,69,17
0,0,17
0,0,17
218.45,4,14
9.88,0,14
0,0,14
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,1
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
8654.41,45,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
3668.7,5,13
0,0,13
0,0,13
101.3,1,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
27.82,3,13
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,14
0,0,14
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
4.96,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
9.68,1,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,16
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
0,0,13
1827.67,4,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,1
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,17
0,0,17
0,0,13
0,0,13
0,0,17
0,0,17
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,9
0,0,9
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
246.37,12,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,14
0,0,14
0,0,14
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
48.48,4,14
0,0,14
0,0,14
29.81,1,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,17
0,0,17
0,0,13
0,0,13
0,0,13
0,0,17
0,0,17
0,0,14
0,0,13
26.22,2,13
1769.95,5,1
0,0,13
127,40,13
0,0,13
0,0,13
0,0,13
234.54,8,8
0,0,8
835.55,21,8
0,0,8
0,0,11
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,14
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
15.58,1,13
0,0,13
0,0,10
8.95,19,10
0,0,10
0,0,13
0,0,13
0,1,13
0,0,13
0,0,13
0,0,13
0,0,1
0,0,3
0,0,13
0,0,13
0,0,13
0,0,13
0,0,15
0,0,17
0,0,17
0,0,10
0,0,10
0,0,14
0,0,14
0,0,14
0,0,14
0,0,17
0,0,11
12.69,1,11
0,0,11
0,0,11
0,0,11
211.1,2,11
0,0,14
277.37,14,14
628.65,10,14
0,0,15
0,0,17
0,0,17
0,0,11
0,0,11
1108.35,99,13
0,0,13
0,0,13
0,0,13
150.89,1,13
0,0,12
0,0,12
0,0,13
0,0,13
0,0,13
0,0,11
0,0,11
0,0,11
1274.02,16,11
0,0,17
0,0,17
178.2,1,17
0,0,13
3.71,0,12
0,0,12
0,0,12
0,0,13
0,0,13
0,0,8
0,0,8
0,0,14
0,0,14
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
0,0,13
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
9.94,1,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,12
0,0,12
0,0,12
0,0,14
0,0,14
0,0,14
0,0,14
0,0,17
0,0,17
0,0,15
0,0,15
0,0,17
58.21,32,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,12
0,0,12
0,0,13
0,0,17
0,0,13
1192.15,17,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
796,6,17
0,0,17
0,0,17
0,0,17
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,1,13
0,0,13
140.79,23,14
0,0,17
0,0,13
0,0,13
0,0,13
0,0,13
0,0,3
92.76,1,13
0,0,12
0,0,12
0,0,12
0,0,12
0,0,14
0,0,14
0,0,14
0,0,12
0,0,12
0,0,12
0,0,11
0,0,11
0,0,10
0,0,10
0,0,10
0,0,10
0,0,13
0,0,13
0,0,13
0,0,20
0,0,13
0,0,13
0,0,13
0,0,13
0,0,17
0,0,13
0,0,13
0,0,17
0,0,13
0,0,13
0,0,14
0,0,14
0,0,13
4606.41,6,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
110.33,1,17
42.95,10,13
0,0,13
0,0,13
36.13,0,13
0,0,13
0,0,13
0,0,13
0,0,14
0,0,14
0,0,14
0,0,11
0,8,11
0,0,1
0,0,11
0,0,11
0,0,11
0,0,13
0,0,8
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,11
0,0,11
0,0,11
0,0,11
9.8,1,13
0,0,13
0,0,13
0,0,13
0,0,13
85.86,1,14
0,0,14
0,1,14
0,0,14
0,0,12
0,0,12
9.61,4,12
0,0,12
0,0,12
0,0,12
0,0,10
0,0,10
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
1634.69,11,12
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,10
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
4.84,1,14
0,0,14
0,0,14
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,12
0,0,8
0,0,8
30.84,0,11
0,0,17
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,14
0,0,14
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,15
0,0,15
19.56,1,15
0,0,15
0,0,15
52.72,2,11
0,0,11
0,0,11
0,0,14
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
0,0,13
0,0,14
0,0,13
0,0,13
368.63,1,13
0,0,13
0,0,13
0,0,12
0,0,12
0,0,12
0,1,12
0,0,17
0,0,17
0,0,17
0,0,13
0,0,13
0,0,13
0,0,13
628.45,10,13
21.15,3,13
0,0,13
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,19
0,0,19
0,0,19
0,0,19
0,0,17
0,0,17
0,0,17
40.29,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,11
0,0,11
0,0,11
0,0,11
0,0,13
0,6,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,12
0,0,11
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
0,0,13
0,0,12
0,0,12
0,0,12
0,0,12
31.65,4,12
0,0,12
0,0,12
0,0,12
0,0,14
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,11
0,0,14
0,0,14
0,0,14
0,0,12
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,13
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,14
0,0,14
29.64,1,14
0,0,13
1434.11,17,13
0,0,13
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
3015.05,29,11
0,0,14
0,0,10
0,0,10
0,0,10
0,0,13
0,0,13
0,0,1
95.2,0,13
0,0,13
0,0,13
0,0,12
0,0,12
0,0,12
0,0,12
4.38,1,12
0,0,12
0,0,11
0,0,11
0,0,11
0,1,13
0,0,13
23.38,8,13
0,0,13
0,0,13
0,0,13
0,0,13
65.3,41,1
0,0,11
920.7,23,11
0,0,17
0,0,17
0,0,17
0,0,12
0,0,12
0,0,12
0,0,12
0,0,14
0,0,14
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
61.7,1,17
0,0,17
0,0,17
0,0,17
0,0,14
0,0,14
4.7,0,1
0,0,1
0,0,17
0,0,17
0,0,14
0,0,20
0,0,14
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,13
0,0,13
0,0,10
0,0,13
0,0,13
0,2,13
4530.71,1,14
0,0,11
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
15.93,5,17
0,0,17
0,2,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,15
0,0,15
0,0,15
0,0,15
2079.47,22,15
0,0,15
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,10
0,0,10
5.33,1,13
0,0,13
0,0,13
21.2,0,13
0,0,13
0,0,8
0,0,8
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,20
0,0,19
0,0,19
0,0,19
0,0,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,14
20704.74,13,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,11
97.71,1,11
0,0,11
118.25,0,11
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,14
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
0,0,13
0,0,10
0,0,14
0,0,14
0,0,14
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,10
0,0,10
0,0,14
0,0,14
139.37,0,13
0,0,13
0,0,13
0,0,3
0,0,14
0,0,14
0,0,17
0,0,17
0,0,17
0,15,13
132.23,4,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,14
0,0,14
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,13
0,0,14
0,9,14
0,0,13
0,0,13
0,0,13
0,0,13
0,0,11
5,0,10
0,0,13
0,0,13
0,0,13
0,0,13
381.4,10,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
773.12,2,13
0,0,17
0,0,13
0,0,13
0,0,10
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,14
0,0,14
0,0,13
0,0,13
0,0,13
1027.69,18,13
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,10
0,0,13
0,0,13
0,0,13
0,0,13
0,59,13
0,0,3
0,0,1
0,0,13
0,0,17
0,0,17
2304.07,107,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,11
0,0,13
200.33,2,13
0,0,13
0,0,3
0,0,10
0,0,10
0,0,10
0,0,10
0,0,3
0,0,13
0,0,13
0,0,13
0,0,13
2659.28,23,10
0,0,10
0,0,8
208.74,4,8
189.99,5,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,1
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,11
0,0,11
2866.53,35,11
0,0,11
0,0,11
0,0,11
0,0,1
424.56,9,8
0,0,8
280.41,11,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
0,0,13
134.45,6,13
0,0,13
0,0,13
0,0,13
0,0,13
10589.14,53,13
0,0,13
0,0,17
0,0,17
0,0,3
0,0,1
141.42,1,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,10
0,0,10
0,0,14
16.1,0,14
0,0,14
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,11
0,0,8
0,0,8
188.57,4,8
208.18,0,8
0,0,8
0,0,8
0,0,8
10497.85,158,8
0,0,8
0,0,11
0,0,14
0,0,14
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
20.02,0,13
0,0,13
0,0,13
62.58,3,13
0,0,13
0,0,1
0,0,13
0,0,13
0,0,14
0,0,14
0,0,14
51,3,14
2422.91,54,14
0,0,14
0,0,17
0,0,17
0,0,12
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
564.77,1,10
75.04,1,10
39.68,1,10
0,0,10
0,0,14
96.34,3,14
0,0,14
0,0,14
0,0,17
0,0,17
0,0,17
0,0,11
244.96,2,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,1
0,0,17
0,0,17
65.41,0,13
0,0,13
0,0,13
0,0,13
531.28,5,10
0,0,10
1541.21,2,10
0,0,14
0,0,14
0,0,11
0,0,11
0,0,13
0,0,13
0,0,13
0,0,13
0,0,12
0,0,11
0,0,11
0,0,11
0,0,13
0,0,13
0,0,13
0,1,13
0,1,13
0,0,13
363.52,29,8
0,0,14
0,0,11
0,0,11
0,0,11
0,0,3
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
0,0,11
1673.32,10,11
0,1,11
0,0,17
0,0,1
0,0,17
0,0,17
0,0,17
0,0,17
0,0,10
0,0,10
957.55,5,10
0,0,10
214.86,34,9
0,0,9
0,0,9
0,0,14
0,0,14
0,0,14
0,0,13
0,0,17
0,0,17
2051.03,58,17
0,0,17
0,0,17
0,0,10
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,12
0,0,12
0,0,12
0,0,10
0,0,10
0,0,17
0,0,17
0,0,17
44.38,0,17
0,0,17
0,0,17
0,0,17
0,0,8
0,0,8
0,0,8
0,0,8
0,0,8
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,11
0,0,14
0,0,14
0,0,14
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
0,0,12
0,0,12
0,0,12
0,0,9
0,0,9
14.73,0,14
0,0,1
0,0,14
0,0,11
0,0,13
0,0,13
0,0,13
0,0,13
0,0,17
0,0,17
0,0,13
332.19,3,17
0,0,17
0,0,17
0,0,17
0,0,12
0,0,12
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
3491.03,13,16
0,0,19
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,1
0,0,12
0,0,12
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,15
0,0,15
0,0,15
0,0,17
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,13
0,0,13
82.1,2,14
0,0,14
0,0,14
0,0,15
0,0,15
0,0,15
0,0,15
937.76,5,15
0,0,14
0,0,14
4.87,4,14
0,0,14
0,0,14
0,0,14
798.99,6,14
0,0,14
0,0,14
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
822.64,3,14
0,0,13
0,0,13
0,0,13
98.87,1,13
0,0,1
0,0,13
0,0,13
0,1,13
0,0,13
0,0,10
739.47,3,10
0,0,17
0,0,17
0,0,17
0,0,14
0,0,16
1059.99,111,10
0,0,10
0,0,10
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
376.06,1,13
59,12,13
0,0,13
0,0,13
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,3
0,0,13
0,0,13
0,0,14
0,0,12
0,0,12
1891.16,6,12
0,0,12
0,0,12
0,0,13
0,1,13
0,0,13
0,0,13
0,0,13
244.65,3,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,10
22.03,4,10
0,0,13
0,0,13
0,0,13
0,0,13
0,0,12
0,0,13
0,0,13
0,0,13
0,0,13
249.38,7,17
0,0,13
0,0,13
0,0,17
0,0,13
0,0,13
0,0,13
0,0,11
1622.28,33,1
0,0,17
0,0,17
0,1,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
493.15,8,14
0,0,12
0,0,12
0,0,12
0,0,17
156.4,13,13
0,0,13
0,0,12
0,0,12
0,0,17
0,0,17
0,0,5
0,0,5
0,0,1
0,0,1
0,0,4
0,0,4
0,0,4
0,0,5
0,0,5
913.21,30,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,12
0,0,12
462.04,4,17
0,0,17
0,0,17
19.32,2,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,11
0,0,11
0,0,11
0,0,8
0,0,14
0,0,14
118.38,3,14
0,0,14
0,0,13
13.15,2,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,14
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
143.04,6,5
0,0,5
0,0,5
0,0,5
0,0,5
82.81,7,5
0,0,5
0,0,5
0,0,3
0,0,1
0,0,1
0,0,4
0,0,13
0,0,1
0,0,4
0,5,4
0,0,6
0,0,6
0,0,6
19.85,4,6
0,0,12
0,0,12
14.79,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
96.58,1,12
0,0,12
0,0,12
0,0,12
0,0,17
0,0,17
171.7,11,4
1404.9,26,3
1367.21,48,5
0,0,5
2197.6,16,14
0,0,13
0,0,13
38.7,1,13
0,0,13
10.41,2,13
0,0,13
0,0,9
60.49,3,9
0,0,9
0,0,9
0,0,13
0,0,13
0,0,17
0,0,17
159,1,17
177.38,12,3
0,0,17
0,0,17
0,0,12
0,0,3
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
0,0,12
7687.31,28,12
0,0,12
0,0,13
0,0,13
0,0,13
0,0,13
0,0,13
0,0,6
0,0,6
0,0,6
13.18,3,6
0,0,6
0,0,4
0,0,14
0,0,17
0,0,17
0,0,17
9.62,1,9
0,0,9
0,0,8
0,0,1
0,0,1
0,0,1
0,0,1
0,0,14
0,0,14
553.56,1,19
0,0,4
0,0,4
0,0,4
0,0,5
0,0,5
0,0,5
0,0,4
0,0,6
0,0,3
4.65,0,6
0,0,5
0,0,5
0,0,5
